product,created_at,core_product_type,modifier,creator,department,occasion,color,material,product_name,content,origin,UoM,time,condition,quantity,shape,product_number,price,ts,attribute,core_product_type_string
fashion-inspired armor costume,Fri Apr 21 20:31:19 +0000 2023,"['armor', 'costume']","['fashion', '-', 'inspired']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-21 20:31:19,fashion ,armor costume 
Fashion Armor Accessories,Fri Apr 21 20:33:08 +0000 2023,['accessories'],['fashion'],['armor'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-21 20:33:08,fashion accessories ,accessories 
Nigo designed accessories,Fri Apr 21 22:12:06 +0000 2023,['accessories'],['designed'],['nigo'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-21 22:12:06,accessories ,accessories 
Fashion Nova Women's Clothing,Sat Apr 22 12:15:51 +0000 2023,['clothing'],[],"['fashion', 'nova']","['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-22 12:15:51,fashion ,clothing 
fashion influencer apparel,Mon Apr 17 16:22:51 +0000 2023,['apparel'],['fashion'],[],[],[],[],[],['influencer'],[],[],[],[],[],[],[],[],[],2023-04-17 16:22:51,fashion ,apparel 
fashion accessories,Mon Apr 17 20:47:01 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-17 20:47:01,fashion accessories ,accessories 
Fashion Accessories,Tue Apr 18 13:45:40 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-18 13:45:40,fashion accessories ,accessories 
celebrity fashion line,Tue Apr 18 15:00:00 +0000 2023,[],[],['celebrity'],[],[],[],[],"['fashion', 'line']",[],[],[],[],[],[],[],[],[],2023-04-18 15:00:00,fashion ,
fashion accessories,Thu Apr 20 00:31:40 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-20 00:31:40,fashion accessories ,accessories 
Second Life accessories,Wed Apr 19 16:49:19 +0000 2023,['accessories'],[],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-19 16:49:19,accessories ,accessories 
virtual fashion items,Wed Apr 19 16:49:19 +0000 2023,"['fashion', 'items']",['virtual'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-19 16:49:19,fashion ,fashion items 
Fashion Photography Backdrops,Wed Apr 19 07:16:26 +0000 2023,['backdrops'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-19 07:16:26,fashion ,backdrops 
Fashion Accessories for Eid,Wed Apr 19 07:16:26 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],['eid'],[],[],[],[],[],[],[],[],[],2023-04-19 07:16:26,fashion accessories ,accessories 
fashion scarves,Tue Apr 18 20:38:42 +0000 2023,['scarves'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-18 20:38:42,fashion ,scarves 
colorful accessories,Wed Apr 19 02:30:00 +0000 2023,['accessories'],['colorful'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-19 02:30:00,accessories ,accessories 
Fashion Accessories,Thu Apr 20 06:37:17 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-20 06:37:17,fashion accessories ,accessories 
Fashion Photography Guidebook,Wed Apr 19 09:04:04 +0000 2023,['guidebook'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-19 09:04:04,fashion ,guidebook 
Fashion Lookbook,Wed Apr 19 09:04:04 +0000 2023,['lookbook'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-19 09:04:04,fashion ,lookbook 
Fashion Styling Toolkit,Wed Apr 19 09:04:04 +0000 2023,"['styling', 'toolkit']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-19 09:04:04,fashion ,styling toolkit 
summer fashion collection,Tue Apr 18 14:02:25 +0000 2023,[],['fashion'],[],[],['summer'],[],[],['collection'],[],[],[],[],[],[],[],[],[],2023-04-18 14:02:25,fashion ,
Nike Liverpool FC Fashion Collection,Wed Apr 19 18:39:37 +0000 2023,[],['fashion'],['nike'],[],[],[],[],"['liverpool', 'fc', 'collection']",[],[],[],[],[],[],[],[],[],2023-04-19 18:39:37,fashion ,
AI-generated fashion illustrations,Mon Apr 17 06:01:15 +0000 2023,['illustrations'],['generated'],['ai'],[],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-17 06:01:15,fashion ,illustrations 
editorial fashion magazines,Mon Apr 17 06:01:15 +0000 2023,['magazines'],['fashion'],['editorial'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-17 06:01:15,fashion ,magazines 
high-fashion photography prints,Mon Apr 17 06:01:15 +0000 2023,['prints'],"['high', 'fashion']",[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-17 06:01:15,fashion ,prints 
Fashion Jewelry Bracelets,Sat Apr 15 20:47:07 +0000 2023,"['jewelry', 'bracelets']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-15 20:47:07,fashion ,jewelry bracelets 
Mongolian-inspired fashion apparel,Fri Apr 14 12:11:42 +0000 2023,['apparel'],"['inspired', 'fashion']",[],[],[],[],[],[],[],"['mongolian', '-']",[],[],[],[],[],[],[],2023-04-14 12:11:42,fashion ,apparel 
fashion photography prints,Sun Apr 16 13:47:06 +0000 2023,['prints'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-16 13:47:06,fashion ,prints 
Fashion Dress Shirt,Mon Apr 17 10:16:10 +0000 2023,"['dress', 'shirt']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-17 10:16:10,fashion ,dress shirt 
Bling Desk Organization Accessories,Sun Apr 16 02:49:13 +0000 2023,"['desk', 'organization', 'accessories']",['bling'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-16 02:49:13,accessories ,desk organization accessories 
Virtual Fashion Outfits,Fri Apr 14 14:48:58 +0000 2023,['outfits'],"['virtual', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-14 14:48:58,fashion ,outfits 
Second Life Accessories,Fri Apr 14 14:48:58 +0000 2023,['accessories'],[],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-14 14:48:58,accessories ,accessories 
Fashion Jewelry for Avatars,Fri Apr 14 14:48:58 +0000 2023,['jewelry'],['fashion'],['avatars'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-14 14:48:58,fashion ,jewelry 
Discounted Fashion Items,Sun Apr 16 22:05:04 +0000 2023,['items'],"['discounted', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-16 22:05:04,fashion ,items 
Tiger-Inspired Fashion Accessories,Fri Apr 14 12:24:21 +0000 2023,['accessories'],"['inspired', 'fashion']",['tiger'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-14 12:24:21,fashion accessories ,accessories 
Casual Fashion Accessories,Mon Apr 17 09:30:38 +0000 2023,['accessories'],"['casual', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-17 09:30:38,fashion accessories ,accessories 
fashion scarves,Mon Apr 17 05:26:51 +0000 2023,['scarves'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-17 05:26:51,fashion ,scarves 
Flower-themed accessories,Fri Apr 14 15:11:27 +0000 2023,['accessories'],"['flower', '-', 'themed']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-14 15:11:27,accessories ,accessories 
Fashion items from NFT Artists,Fri Apr 14 15:11:27 +0000 2023,"['fashion', 'items']",[],['nft'],[],[],[],[],[],[],['artists'],[],[],[],[],[],[],[],2023-04-14 15:11:27,fashion ,fashion items 
Midjourney AI Fashion Prints,Sun Apr 16 12:24:48 +0000 2023,['prints'],['fashion'],"['midjourney', 'ai']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-16 12:24:48,fashion ,prints 
Fashion Illustration Books,Sun Apr 16 12:24:48 +0000 2023,['books'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-16 12:24:48,fashion ,books 
High-fashion Digital Art Posters,Sun Apr 16 12:24:48 +0000 2023,"['art', 'posters']","['high', 'fashion', 'digital']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-16 12:24:48,fashion ,art posters 
AI-generated fashion prints,Sun Apr 16 13:35:52 +0000 2023,['prints'],"['generated', 'fashion']",['ai'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-16 13:35:52,fashion ,prints 
gold-themed fashion accessories,Sun Apr 16 13:35:52 +0000 2023,['accessories'],"['themed', 'fashion']",[],[],[],['gold'],[],[],[],[],[],[],[],[],[],[],[],2023-04-16 13:35:52,fashion accessories ,accessories 
high-fashion photography books,Sun Apr 16 13:35:52 +0000 2023,['books'],"['high', 'fashion']",[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-04-16 13:35:52,fashion ,books 
fashion illustration prints,Sun Apr 16 13:35:52 +0000 2023,['prints'],['fashion'],[],[],[],[],[],['illustration'],[],[],[],[],[],[],[],[],[],2023-04-16 13:35:52,fashion ,prints 
fashion tops,Fri Oct 20 13:39:35 +0000 2023,['tops'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-20 13:39:35,fashion ,tops 
fashion handbags,Fri Oct 20 13:39:35 +0000 2023,['handbags'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-20 13:39:35,fashion ,handbags 
Pipatchara Accessories,Mon Oct 16 04:07:01 +0000 2023,['accessories'],[],['pipatchara'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 04:07:01,accessories ,accessories 
Sustainable Fashion Collection,Mon Oct 16 04:07:01 +0000 2023,['collection'],"['sustainable', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 04:07:01,fashion ,collection 
Fashion Week Merchandise,Mon Oct 16 04:07:01 +0000 2023,['merchandise'],[],[],[],"['fashion', 'week']",[],[],[],[],[],[],[],[],[],[],[],[],2023-10-16 04:07:01,fashion ,merchandise 
fashion accessories,Tue Oct 03 14:01:49 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-03 14:01:49,fashion accessories ,accessories 
fashion jewelry,Wed Oct 25 20:59:39 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-25 20:59:39,fashion ,jewelry 
stylish women's accessories,Wed Oct 25 20:59:39 +0000 2023,['accessories'],['stylish'],[],"['women', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-25 20:59:39,accessories ,accessories 
Fashion Accessories for Professionals,Sun Oct 01 04:30:00 +0000 2023,['accessories'],['fashion'],[],['professionals'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-01 04:30:00,fashion accessories ,accessories 
Halloween costume accessories,Sat Oct 28 16:37:23 +0000 2023,"['costume', 'accessories']",[],[],[],['halloween'],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-28 16:37:23,accessories ,costume accessories 
modest fashion pants,Thu Oct 19 18:17:34 +0000 2023,['pants'],"['modest', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-10-19 18:17:34,fashion ,pants 
fashion cap,Tue May 30 10:09:55 +0000 2023,['cap'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 10:09:55,fashion ,cap 
wedding accessories,Tue May 30 15:15:07 +0000 2023,['accessories'],[],[],[],['wedding'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 15:15:07,accessories ,accessories 
Fashion Dresses,Mon May 29 18:53:25 +0000 2023,['dresses'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-29 18:53:25,fashion ,dresses 
Las Vegas themed accessories,Tue May 30 08:10:41 +0000 2023,['accessories'],['themed'],[],[],[],[],[],[],[],"['las', 'vegas']",[],[],[],[],[],[],[],2023-05-30 08:10:41,accessories ,accessories 
fashion jewelry,Tue May 30 08:10:41 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 08:10:41,fashion ,jewelry 
Fashion Swimwear,Tue May 30 17:20:38 +0000 2023,['swimwear'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 17:20:38,fashion ,swimwear 
Fashion Accessories,Tue May 30 17:20:38 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 17:20:38,fashion accessories ,accessories 
fashion dresses,Tue May 30 00:28:24 +0000 2023,['dresses'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 00:28:24,fashion ,dresses 
beauty accessories,Tue May 30 00:28:24 +0000 2023,"['beauty', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 00:28:24,accessories ,beauty accessories 
second life fashion items,Tue May 30 16:44:00 +0000 2023,['items'],['fashion'],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 16:44:00,fashion ,items 
fashion style NFTs,Tue May 30 18:28:56 +0000 2023,['nfts'],"['fashion', 'style']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 18:28:56,fashion ,nfts 
Men's Fashion Footwear,Tue May 30 21:06:19 +0000 2023,['footwear'],['fashion'],[],"['men', ""'"", 's']",[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 21:06:19,fashion ,footwear 
travel accessories,Tue May 30 10:34:18 +0000 2023,['accessories'],[],[],[],['travel'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-30 10:34:18,accessories ,accessories 
Cyborg Fashion NFT Collection,Mon May 29 16:33:04 +0000 2023,['collection'],['fashion'],['cyborg'],[],[],[],[],['nft'],[],[],[],[],[],[],[],[],[],2023-05-29 16:33:04,fashion ,collection 
Bohemian Style Accessories,Mon May 29 18:58:55 +0000 2023,['accessories'],"['bohemian', 'style']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-29 18:58:55,accessories ,accessories 
fashion sneakers,Mon May 29 17:10:38 +0000 2023,['sneakers'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-29 17:10:38,fashion ,sneakers 
urban fashion accessories,Mon May 29 17:10:38 +0000 2023,['accessories'],['fashion'],['urban'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-29 17:10:38,fashion accessories ,accessories 
Japanese Fashion Apparel,Sun May 28 09:12:11 +0000 2023,['apparel'],['fashion'],[],[],[],[],[],[],[],['japanese'],[],[],[],[],[],[],[],2023-05-28 09:12:11,fashion ,apparel 
Experimental Fashion Outfits,Mon May 29 12:27:18 +0000 2023,['outfits'],"['experimental', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-29 12:27:18,fashion ,outfits 
Virtual Fashion Accessories,Mon May 29 12:27:18 +0000 2023,['accessories'],"['virtual', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-29 12:27:18,fashion accessories ,accessories 
Korean Fashion Streetwear,Wed May 17 08:28:52 +0000 2023,['streetwear'],['fashion'],[],[],[],[],[],[],[],['korean'],[],[],[],[],[],[],[],2023-05-17 08:28:52,fashion ,streetwear 
Ulzzang Fashion Outfits,Wed May 17 08:28:52 +0000 2023,['outfits'],['fashion'],['ulzzang'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 08:28:52,fashion ,outfits 
Korean Style Accessories,Wed May 17 08:28:52 +0000 2023,['accessories'],['style'],[],[],[],[],[],[],[],['korean'],[],[],[],[],[],[],[],2023-05-17 08:28:52,accessories ,accessories 
celebrity-inspired fashion collections,Sun May 14 14:30:00 +0000 2023,['fashion'],"['celebrity', 'inspired']",[],[],[],[],[],['collections'],[],[],[],[],[],[],[],[],[],2023-05-14 14:30:00,fashion ,fashion 
trendy accessories,Mon May 15 16:11:17 +0000 2023,['accessories'],['trendy'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-15 16:11:17,accessories ,accessories 
Second Life Fashion Outfit,Wed May 17 15:21:53 +0000 2023,['outfit'],['fashion'],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 15:21:53,fashion ,outfit 
Second Life Accessories,Wed May 17 15:21:53 +0000 2023,['accessories'],[],"['second', 'life']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 15:21:53,accessories ,accessories 
runway accessories,Mon May 15 02:19:55 +0000 2023,['accessories'],[],[],[],['runway'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-15 02:19:55,accessories ,accessories 
fashion magazines,Mon May 15 02:19:55 +0000 2023,['magazines'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-15 02:19:55,fashion ,magazines 
fashion designer sketches,Mon May 15 02:19:55 +0000 2023,[],['fashion'],[],['designer'],[],[],[],['sketches'],[],[],[],[],[],[],[],[],[],2023-05-15 02:19:55,fashion ,
Spring Lewk Fashion Collection,Tue May 16 14:30:00 +0000 2023,[],['fashion'],['lewk'],[],[],[],[],['collection'],[],[],[],['spring'],[],[],[],[],[],2023-05-16 14:30:00,fashion ,
fashion jewelry,Mon May 15 22:01:13 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-15 22:01:13,fashion ,jewelry 
Fashion accessories,Wed May 17 16:24:41 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 16:24:41,fashion accessories ,accessories 
Fashion Gift Cards,Tue May 16 02:16:06 +0000 2023,"['gift', 'cards']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-16 02:16:06,fashion ,gift cards 
Discounted Fashion Items,Tue May 16 02:16:06 +0000 2023,['items'],"['discounted', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-16 02:16:06,fashion ,items 
Aesthetic accessories,Wed May 17 15:04:43 +0000 2023,['accessories'],['aesthetic'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 15:04:43,accessories ,accessories 
Bridal accessories,Tue May 16 13:02:45 +0000 2023,['accessories'],[],[],[],['bridal'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-16 13:02:45,accessories ,accessories 
urban fashion accessories,Tue May 16 13:14:24 +0000 2023,['accessories'],['fashion'],['urban'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-16 13:14:24,fashion accessories ,accessories 
3D fashion model,Wed May 17 16:31:34 +0000 2023,['model'],['fashion'],[],[],[],[],[],[],[],[],['3d'],[],[],[],[],[],[],2023-05-17 16:31:34,fashion ,model 
NFT-licensed fashion items,Wed May 17 16:31:34 +0000 2023,"['fashion', 'items']",['licensed'],['nft'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 16:31:34,fashion ,fashion items 
3D printed suit accessories,Wed May 17 16:31:34 +0000 2023,"['suit', 'accessories']","['3d', 'printed']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 16:31:34,accessories ,suit accessories 
Virtual reality fashion experiences,Wed May 17 16:31:34 +0000 2023,[],[],[],[],['fashion'],[],[],"['virtual', 'reality', 'experiences']",[],[],[],[],[],[],[],[],[],2023-05-17 16:31:34,fashion ,
Fashion Designer Fabrics,Tue May 16 14:13:10 +0000 2023,['fabrics'],['fashion'],[],[],[],[],[],['designer'],[],[],[],[],[],[],[],[],[],2023-05-16 14:13:10,fashion ,fabrics 
fashion fabric materials,Wed May 17 10:33:10 +0000 2023,[],['fashion'],[],['materials'],[],[],['fabric'],[],[],[],[],[],[],[],[],[],[],2023-05-17 10:33:10,fashion ,
Fashion Stole,Wed May 17 10:46:39 +0000 2023,['stole'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 10:46:39,fashion ,stole 
Fashion Jewelry for Her,Wed May 17 12:37:00 +0000 2023,['jewelry'],['fashion'],[],['her'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 12:37:00,fashion ,jewelry 
Fashion Lookbook,Wed May 17 16:48:33 +0000 2023,['lookbook'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-17 16:48:33,fashion ,lookbook 
Fashion Style Clothing,Sat May 13 00:26:58 +0000 2023,['clothing'],"['fashion', 'style']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 00:26:58,fashion ,clothing 
Fashion Jewelry,Sat May 13 00:26:58 +0000 2023,['jewelry'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 00:26:58,fashion ,jewelry 
Hair Accessories,Sat May 13 00:26:58 +0000 2023,"['hair', 'accessories']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 00:26:58,accessories ,hair accessories 
fashion accessories,Sat May 13 00:29:36 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 00:29:36,fashion accessories ,accessories 
fashion sketch pad,Sat May 13 03:00:38 +0000 2023,"['sketch', 'pad']",['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 03:00:38,fashion ,sketch pad 
Paris Fashion Week merchandise,Sat May 13 03:00:38 +0000 2023,['merchandise'],[],[],[],"['fashion', 'week']",[],[],[],[],['paris'],[],[],[],[],[],[],[],2023-05-13 03:00:38,fashion ,merchandise 
fashion design software,Sat May 13 03:00:38 +0000 2023,['fashion'],[],[],[],[],[],[],"['design', 'software']",[],[],[],[],[],[],[],[],[],2023-05-13 03:00:38,fashion ,fashion 
fashion accessories,Sat May 13 21:56:37 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 21:56:37,fashion accessories ,accessories 
fashionable accessories,Sat May 13 14:11:08 +0000 2023,['accessories'],['fashionable'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 14:11:08,accessories ,accessories 
virtual fashion accessories,Sat May 13 08:58:10 +0000 2023,['accessories'],"['virtual', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 08:58:10,fashion accessories ,accessories 
fashion scarves,Sat May 13 14:37:23 +0000 2023,['scarves'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 14:37:23,fashion ,scarves 
fashion accessories for girls,Sun May 14 00:12:59 +0000 2023,['accessories'],['fashion'],[],['girls'],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-14 00:12:59,fashion accessories ,accessories 
fashion eyewear,Sat May 13 14:45:13 +0000 2023,['eyewear'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 14:45:13,fashion ,eyewear 
fashion magazines,Sat May 13 08:50:19 +0000 2023,['magazines'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 08:50:19,fashion ,magazines 
event tickets for fashion shows,Sat May 13 08:50:19 +0000 2023,['tickets'],[],[],[],"['event', 'fashion', 'shows']",[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 08:50:19,fashion ,tickets 
fashion design software,Sat May 13 08:50:19 +0000 2023,['fashion'],[],[],[],[],[],[],"['design', 'software']",[],[],[],[],[],[],[],[],[],2023-05-13 08:50:19,fashion ,fashion 
brand merchandise for fashion schools,Sat May 13 08:50:19 +0000 2023,['merchandise'],['brand'],[],['schools'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 08:50:19,fashion ,merchandise 
Canva Fashion Template,Sat May 13 05:08:17 +0000 2023,[],['fashion'],['canva'],[],[],[],[],['template'],[],[],[],[],[],[],[],[],[],2023-05-13 05:08:17,fashion ,
Fashion Style Planner Template,Sun May 14 11:07:14 +0000 2023,"['planner', 'template']",['fashion'],[],[],[],[],[],['style'],[],[],[],[],[],[],[],[],[],2023-05-14 11:07:14,fashion ,planner template 
fashion dress,Sat May 13 22:50:12 +0000 2023,['dress'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 22:50:12,fashion ,dress 
fashion accessories,Sat May 13 22:50:12 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 22:50:12,fashion accessories ,accessories 
Rave Accessories,Sat May 13 16:04:06 +0000 2023,['accessories'],['rave'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 16:04:06,accessories ,accessories 
Alternative Fashion Jewelry,Sat May 13 16:04:06 +0000 2023,['jewelry'],"['alternative', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 16:04:06,fashion ,jewelry 
Fashion Illustration Book,Fri May 12 04:55:29 +0000 2023,['book'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-12 04:55:29,fashion ,book 
Sassily Fashion Accessories,Sat May 13 17:42:35 +0000 2023,['accessories'],['fashion'],['sassily'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-13 17:42:35,fashion accessories ,accessories 
Fashion Snapback Cap,Thu May 11 11:44:59 +0000 2023,['cap'],['fashion'],[],[],[],[],[],['snapback'],[],[],[],[],[],[],[],[],[],2023-05-11 11:44:59,fashion ,cap 
fashion accessories,Tue May 09 16:37:15 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-09 16:37:15,fashion accessories ,accessories 
Fashion Photography Packages,Thu May 11 07:28:43 +0000 2023,['packages'],['fashion'],[],[],['photography'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-11 07:28:43,fashion ,packages 
Summer Fashion Accessories,Sun May 07 12:30:00 +0000 2023,['accessories'],['fashion'],[],[],['summer'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-07 12:30:00,fashion accessories ,accessories 
Discounted Fashion Items,Thu May 11 01:29:38 +0000 2023,['items'],"['discounted', 'fashion']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-11 01:29:38,fashion ,items 
anime fashion clothing,Tue May 09 10:06:14 +0000 2023,['clothing'],['fashion'],[],[],[],[],[],[],['anime'],[],[],[],[],[],[],[],[],2023-05-09 10:06:14,fashion ,clothing 
fashion hats,Thu May 11 11:00:00 +0000 2023,['hats'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-11 11:00:00,fashion ,hats 
Fashion Accessories,Sun May 07 02:58:44 +0000 2023,['accessories'],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-07 02:58:44,fashion accessories ,accessories 
Kimono-Inspired Fashion Accessories,Wed May 10 03:12:58 +0000 2023,['accessories'],['inspired'],['kimono'],[],['fashion'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-10 03:12:58,fashion accessories ,accessories 
Trendy Accessories for Work,Fri May 05 14:01:57 +0000 2023,['accessories'],['trendy'],[],[],['work'],[],[],[],[],[],[],[],[],[],[],[],[],2023-05-05 14:01:57,accessories ,accessories 
